
Demandware Weekly Product Active Data
productID,revenueYear,unitsYear,ordersYear,impressionsYear,viewsYear,avgSalesPriceYear,conversionYear
8885538458,27343,1109,925,11509,5085,29.56,0.02387
8885538465,18987.95,1430,1237,18887,5321,15.35,0.031922
13742000153,20189.18,1347,1126,13926,6724,17.93,0.029057
13742000160,4057.56,232,204,5683,2038,19.89,0.005264
13742000191,6168.69,356,341,29022,9061,18.09,0.0088
13742000207,85712.47,6583,5899,57976,27488,14.53,0.152229
13742000238,5907.24,333,269,20511,2449,21.96,0.006942
13742000252,160797.24,7571,7034,67782,25023,22.86,0.181519
13742000269,10373.36,613,508,18112,5086,20.42,0.013109
13742000283,116614.81,5686,5213,60234,30877,22.37,0.134526
13742000320,50362.68,1761,1698,31737,15937,29.66,0.043818
13742000344,3492.18,194,174,6647,2392,20.07,0.00449
13742000443,10194.64,388,361,26904,10173,28.24,0.009316
13742002423,31167.07,1200,1067,16896,5579,29.21,0.027535
13742002454,12488.04,454,373,39415,8365,33.48,0.009626
13742002485,2085.61,88,73,967,359,28.57,0.001884
13742002522,113213.55,3515,3007,32162,16334,37.65,0.077598
13742002560,940.37,363,347,31941,6000,2.71,0.008955
13742002577,30824.64,387,336,21168,10178,91.74,0.008671
13742002607,77273.92,931,904,39924,3417,85.48,0.023329
13742002669,31651.62,422,357,15958,5580,88.66,0.009213
13742002690,268217.88,3794,3129,59358,19569,85.72,0.080747
13742002706,3825,54,50,1832,1201,76.5,0.00129
13742002799,188589.43,2205,1891,33720,13649,99.73,0.048799
13742002805,45867.2,544,436,7121,1658,105.2,0.011251
13742002836,25838.1,314,285,23978,2297,90.66,0.007355
13742002881,63292.64,897,856,13567,4594,73.94,0.02209
13742002898,32927.18,326,319,8692,4255,103.22,0.008232
13742002928,6855.03,110,91,2881,535,75.33,0.002348
13742002997,423107.64,4953,4153,64231,25863,101.88,0.107172
13742003031,175283.68,2598,2288,57390,12268,76.61,0.059044
13742003048,83083.59,830,787,19748,5900,105.57,0.020309
13742003154,29317.92,319,309,81037,9084,94.88,0.007974
13742003192,64508.4,858,792,19386,7239,81.45,0.020438
13742003208,26981.55,260,255,8465,1212,105.81,0.006581
13742003253,36788.2,440,439,30669,2515,83.8,0.011329
13742003260,55388.64,841,771,13584,3203,71.84,0.019896
13742003277,416592.02,6481,6071,68641,31617,68.62,0.156668
13742003307,16035.75,277,225,6914,2224,71.27,0.005806
13742003314,8946.56,127,112,4042,754,79.88,0.00289
13742003321,89616.86,1366,1151,50657,19351,77.86,0.029703
13742333299,42207,572,550,16201,6153,76.74,0.014193
13742333305,3432.1,39,35,1509,444,98.06,0.000903
13742335200,137071.44,2375,1923,51865,7852,71.28,0.049625
13742335262,108295.96,1413,1219,47870,23615,88.84,0.031457
13742335392,280721.1,3798,3641,86243,17783,77.1,0.093959
13742335422,58915.78,888,737,7888,4716,79.94,0.019019
13742335484,61117.72,630,622,54969,5036,98.26,0.016051
13742335514,63661.6,688,604,12154,1984,105.4,0.015587
13742335538,82750.84,905,892,10295,4058,92.77,0.023019
29407331227,102533.08,1432,1196,19022,7343,85.73,0.030864
29407331258,7467.1,103,89,7416,4051,83.9,0.002297
29407331289,24864.2,368,355,32309,2761,70.04,0.009161
61492183572,18303.24,288,254,23244,4879,72.06,0.006555
61492183589,169267.77,1357,1197,15731,4459,141.41,0.03089
61492183596,328716.08,3082,2482,29779,13923,132.44,0.06405
61492215594,35105.4,341,324,15268,3634,108.35,0.008361
61492215617,298291,2244,2150,42801,15268,138.74,0.055483
61492215624,174918.8,1512,1253,51700,14591,139.6,0.032335
61492216683,332231.85,2422,2329,23356,9371,142.65,0.060102
61492216690,90875.04,789,664,13929,2543,136.86,0.017135
61492216706,150336.06,1578,1361,46771,7320,110.46,0.035122
61492273693,767406.88,8183,6704,72165,29622,114.47,0.173003
61492273709,64065.6,585,480,5114,3057,133.47,0.012387
61492273716,7239.3,61,59,524,314,122.7,0.001523
61492858852,967.96,8,7,535,71,138.28,0.000181
61492858869,22125.12,230,228,10391,2754,97.04,0.005884
61492858876,468539.4,3966,3934,62054,24657,119.1,0.10152
61492858906,579987.92,6463,5548,98639,38639,104.54,0.143171
61492858913,95983.56,1077,1062,29545,14770,90.38,0.027406
61492858920,207147.72,2309,1898,46272,8772,109.14,0.04898
95068015554,428235.3,5364,4503,41677,15258,95.1,0.116204
95068015561,303464.96,3022,2584,30322,13721,117.44,0.066682
95068015578,116340.14,1341,1099,15401,5391,105.86,0.028361
95068015585,165834.76,1748,1508,17654,7922,109.97,0.038915
95068018722,52186.54,520,437,23930,3729,119.42,0.011277
95068018739,143370.24,1651,1436,20510,8774,99.84,0.037057
95068018784,27063.15,269,255,14970,2441,106.13,0.006581
95068018791,61550.86,745,694,8508,3932,88.69,0.017909
95068990288,207349,1931,1700,41291,11254,121.97,0.04387
95068990295,52865.68,564,469,7744,3841,112.72,0.012103
95068990301,134547.32,1662,1556,11073,5817,86.47,0.040154
95068990318,31981.08,426,366,64492,5354,87.38,0.009445
95068990325,9382.1,110,91,3206,847,103.1,0.002348
95068990332,61631.46,604,561,12273,3012,109.86,0.014477
95068990349,2239.74,19,18,646,143,124.43,0.000465
95068990509,34789.2,500,424,24474,4851,82.05,0.010942
11736753,95489.56,1142,1084,26737,5733,88.09,0.027974
12416789,54791.44,485,452,19379,3424,121.22,0.011664
21736758,38607.36,427,352,4673,1446,109.68,0.009084
22416787,3151.4,35,35,2417,1065,90.04,0.000903
22951021,163548,1915,1800,12272,8188,90.86,0.046451
22956726,55676.88,574,504,49660,11944,110.47,0.013006
22962004,32890.04,309,284,49042,4488,115.81,0.007329
25050730,7262.35,404,337,7029,651,21.55,0.008697
25050736,26974.2,1632,1340,38505,18031,20.13,0.03458
25113204,1314.72,543,498,12555,4253,2.64,0.012851
25148430,3538.5,196,175,34501,5337,20.22,0.004516
25328702,116151.12,2862,2824,47984,14732,41.13,0.072876
25413129,1600.2,120,105,10092,1898,15.24,0.00271
25419334,12666.18,820,758,12469,4521,16.71,0.019561
25419639,6768.7,600,565,26888,4658,11.98,0.01458
25421872,41400.24,1350,1297,35386,6850,31.92,0.03347
25448064,4026.88,980,968,13463,6659,4.16,0.02498
25448066,8540.69,601,569,19021,7368,15.01,0.014684
25448068,87692.22,1984,1881,57281,12262,46.62,0.048541
25448070,49683.6,1155,1119,33684,4940,44.4,0.028877
25484265,71980.61,2102,1769,32413,9167,40.69,0.045651
25490259,118726.02,4944,4487,37258,14512,26.46,0.115791
25492705,36003,4013,3300,66902,22460,10.91,0.08516
25493571,4375.8,831,748,24864,3432,5.85,0.019303
25493587,31358.64,800,677,25961,3287,46.32,0.017471
25493602,21631.02,2524,2066,31554,11773,10.47,0.053315
25493613,23275.92,990,879,12741,5344,26.48,0.022683
25493624,9695.95,318,305,9492,2106,31.79,0.007871
25493635,66084.62,1244,1189,28382,13504,55.58,0.030683
25493646,9314.45,635,599,8901,5520,15.55,0.015458
25493657,87525.28,2147,1808,19921,7900,48.41,0.046657
25493665,10811.49,2280,2193,58139,14709,4.93,0.056592
25493689,11598.76,1466,1258,51864,11805,9.22,0.032464
25493717,5522.62,1455,1258,63331,26873,4.39,0.032464
25493728,21789,588,538,15041,4308,40.5,0.013884
25501032,40464,1666,1600,22560,9844,25.29,0.041289
25501133,13532,4234,3980,85957,18684,3.4,0.102708
25501623,155156.28,4389,4003,51239,23075,38.76,0.103301
25501785,71050.77,1792,1701,20511,9631,41.77,0.043896
25501802,11274.58,1175,977,17143,10161,11.54,0.025212
25501952,57584.8,2747,2548,38961,16397,22.6,0.065753
25502027,3073.95,211,207,20456,1573,14.85,0.005342
25502038,845.25,135,115,2434,749,7.35,0.002968
25502072,5232.52,283,257,29491,2158,20.36,0.006632
25502097,28751.76,1133,918,14018,6253,31.32,0.02369
25502108,20543.53,1357,1091,37569,13624,18.83,0.028154
25502134,7609.69,344,331,14040,4004,22.99,0.008542
25502154,4142,220,190,10086,2683,21.8,0.004903
25502177,98402.79,1112,1093,59857,8094,90.03,0.028206
25502192,56250.36,858,738,89064,15913,76.22,0.019045
25502228,158241.6,1505,1485,79122,13349,106.56,0.038322
25502240,97901.64,1281,1156,28289,7060,84.69,0.029832
25502266,186278.52,2369,2159,73796,25956,86.28,0.055715
25502284,553306.03,7060,6317,80274,26842,87.59,0.163016
25502296,496376.52,5305,4636,74254,38531,107.07,0.119636
25502346,6979.92,390,381,32707,6253,18.32,0.009832
25502452,15593.76,445,364,28172,4248,42.84,0.009393
25502521,285448.24,4110,3421,71209,17138,83.44,0.088282
25502603,20082.24,166,144,6105,870,139.46,0.003716
25502608,80174.88,1032,831,31964,7102,96.48,0.021445
25502629,36071.7,414,386,9120,2727,93.45,0.009961
25502655,108887.1,903,798,23618,13730,136.45,0.020593
25502683,308195.16,2344,2197,32289,13456,140.28,0.056696
25502692,118682.55,1038,855,28834,18668,138.81,0.022064
25502718,336706.44,2638,2422,35635,18022,139.02,0.062502
25502848,50481.76,478,392,21359,2500,128.78,0.010116
25502881,12107.85,185,159,3597,791,76.15,0.004103
25502992,18528.95,350,295,35087,11896,62.81,0.007613
25503032,254480,4867,4000,89297,40386,63.62,0.103224
25503045,123124.91,2271,1849,46044,10261,66.59,0.047715
25503055,70615.62,1052,982,28485,4622,71.91,0.025341
25503070,37313.64,574,476,27392,2981,78.39,0.012284
25503098,28072.44,474,396,45514,7508,70.89,0.010219
25503110,88.14,1,1,107,14,88.14,0.000026
25503585,14831.52,216,212,8453,1363,69.96,0.005471
25503603,180240.72,2504,2038,29692,12785,88.44,0.052592
25517766,485506.58,5599,4927,76967,24425,98.54,0.127146
25517787,9490.08,123,102,12227,2123,93.04,0.002632
25517823,42087.76,347,283,34022,3912,148.72,0.007303
25517896,4394.61,117,99,8133,2930,44.39,0.002555
25517934,4283.84,184,176,8653,984,24.34,0.004542
25517958,26806.78,311,286,7330,1507,93.73,0.00738
25517972,13822.86,230,202,11407,1234,68.43,0.005213
25518009,70772.9,1220,1210,19655,4859,58.49,0.031225
25518058,9194.83,202,163,4440,1706,56.41,0.004206
25518101,130899.93,1301,1113,35646,11583,117.61,0.028722
25518123,45345.65,812,655,13149,7136,69.23,0.016903
25518174,17868,245,200,3081,1202,89.34,0.005161
25518210,14102.76,199,163,2639,1299,86.52,0.004206
25518241,78219.15,966,905,33272,11150,86.43,0.023354
25518300,5790.48,656,552,6800,1971,10.49,0.014245
25518328,13846.64,319,292,39853,5709,47.42,0.007535
25518344,16818.12,2469,2046,33273,15084,8.22,0.052799
25518360,10261.59,469,401,8791,1523,25.59,0.010348
25518397,154982.88,4437,3978,58160,24608,38.96,0.102656
25518447,68414.48,1789,1594,57990,9543,42.92,0.041135
25518484,1086.18,479,421,19764,5260,2.58,0.010864
25518519,1856.35,813,685,70264,6898,2.71,0.017677
25518637,115.63,36,31,537,151,3.73,0.0008
25518647,2283.1,870,790,14135,4896,2.89,0.020387
25518704,9084.24,2597,2232,24156,11079,4.07,0.057599
25518710,121.44,51,44,2016,328,2.76,0.001135
25518724,33785.1,3478,2910,50718,29544,11.61,0.075095
25518729,38989.47,941,771,21516,5210,50.57,0.019896
25518746,28873.26,1537,1371,17561,9092,21.06,0.03538
25518769,12661.59,663,587,35542,11228,21.57,0.015148
25518795,66247.74,721,702,20307,11063,94.37,0.018116
25518823,20282.5,1380,1330,28585,6853,15.25,0.034322
25518837,32634.72,1851,1557,45692,17356,20.96,0.04018
25518897,49300.25,2823,2675,40628,11046,18.43,0.069031
25518911,26958.6,1870,1530,25592,12356,17.62,0.039483
25518916,12596.64,187,184,15206,3129,68.46,0.004748
25518921,52490.76,941,791,31423,8672,66.36,0.020412
25518944,163684.6,3418,3260,57580,28371,50.21,0.084127
25518958,2727.92,63,52,10952,1132,52.46,0.001342
25518983,47611.08,768,726,23044,8912,65.58,0.018735
25519002,8938.47,233,201,24783,2777,44.47,0.005187
25519010,83095.74,1698,1638,19670,8357,50.73,0.04227
25519027,24497.2,498,455,10420,2194,53.84,0.011742
25519039,116579.4,2198,2031,44454,21328,57.4,0.052412
25519044,105447.04,1450,1168,19140,6315,90.28,0.030141
25519058,117382.86,2497,2478,38642,13816,47.37,0.063947
25519083,72118.75,1650,1375,14168,7660,52.45,0.035483
25519088,192129.94,3531,3379,83073,30919,56.86,0.087198
25519105,1808.1,47,41,1260,296,44.1,0.001058
25519274,4841.58,112,93,1987,383,52.06,0.0024
25519318,16123.78,311,302,15364,4202,53.39,0.007793
25519349,211903.2,3732,3098,27837,12804,68.4,0.079947
25519358,33427.68,649,528,18958,7802,63.31,0.013626
25522219,23196.71,429,397,13440,4406,58.43,0.010245
25534894,42391.66,968,794,11466,4009,53.39,0.02049
25534901,84738.8,2024,1640,25702,5032,51.67,0.042322
25534903,67988.16,1184,1161,31191,7478,58.56,0.029961
25545725,5718.02,110,94,1855,472,60.83,0.002426
25553369,23434.58,365,346,23765,7542,67.73,0.008929
25553387,309554.7,7011,5655,49898,18979,54.74,0.145932
25553402,2620.41,41,39,2409,607,67.19,0.001006
25553417,114851.85,1792,1731,64973,35882,66.35,0.04467
25553432,140965.04,2877,2578,88869,22817,54.68,0.066528
25553447,142204,2710,2435,51905,20123,58.4,0.062837
25564405,5007.42,87,81,4331,562,61.82,0.00209
25564426,7564.26,155,146,21664,3578,51.81,0.003768
25564431,57205.98,990,843,33462,12630,67.86,0.021754
25564454,191869.05,3308,2865,86122,33176,66.97,0.073934
25564543,19713.33,431,377,16267,3035,52.29,0.009729
25564566,13919.67,233,211,8392,2201,65.97,0.005445
25564588,115182.7,2257,1879,39290,11580,61.3,0.048489
25564680,30502.56,695,636,28177,10188,47.96,0.016413
25564723,24435.32,389,364,17271,5579,67.13,0.009393
25564740,56501.22,1423,1147,39819,15001,49.26,0.029599
25564754,46048.52,757,742,52165,15515,62.06,0.019148
25564777,407901.66,6912,5799,86570,44579,70.34,0.149649
25564782,129726.18,1817,1718,49940,20279,75.51,0.044335
25564828,177137.17,2324,2161,27696,11481,81.97,0.055767
25564860,156054.08,2249,2093,58307,13250,74.56,0.054012
25564882,16561.02,316,262,19342,2390,63.21,0.006761
25564896,16142.4,284,228,14362,3731,70.8,0.005884
25564930,3047.94,43,41,2121,692,74.34,0.001058
25565055,129242.52,1634,1518,27678,12334,85.14,0.039173
25565064,41021.91,432,411,52088,10699,99.81,0.010606
25565082,40423.04,396,392,7682,3827,103.12,0.010116
25565088,133900.26,1664,1378,30905,9609,97.17,0.035561
25565094,42055.68,469,444,13620,2944,94.72,0.011458
25565100,63299.6,770,658,11736,5443,96.2,0.01698
25565106,360868.66,2120,2038,84554,9191,177.07,0.052592
25565115,2080.95,15,15,1929,282,138.73,0.000387
25565121,230186.22,1458,1374,25867,10786,167.53,0.035457
25565127,138777.1,2712,2690,68744,12184,51.59,0.069418
25565133,22548.9,388,330,15899,5342,68.33,0.008516
25565139,11314.31,220,181,4872,2479,62.51,0.004671
25565162,42252.26,727,587,19325,5393,71.98,0.015148
25565178,72728.37,1434,1287,54900,10541,56.51,0.033212
25565189,66213.96,1099,1077,60801,7395,61.48,0.027793
25565199,18689.46,147,146,4802,1527,128.01,0.003768
25565225,33810,268,245,22124,3205,138,0.006322
25565250,224338.36,2082,1796,47756,7903,124.91,0.046347
25565284,41639.2,357,292,4336,1415,142.6,0.007535
25565315,2410.6,23,20,1724,178,120.53,0.000516
25565334,6454.08,257,216,17929,7475,29.88,0.005574
25565339,30237.87,1052,897,18147,8429,33.71,0.023148
25565355,44977.73,1697,1571,13962,7886,28.63,0.040541
25565409,12863.24,449,377,20268,4632,34.12,0.009729
25565418,65582,3004,2420,65430,20979,27.1,0.06245
25565432,110844.63,4495,4041,44840,20830,27.43,0.104282
25565443,36962.16,1630,1371,23350,11602,26.96,0.03538
25565454,13003.74,700,621,69695,10615,20.94,0.016025
25565460,6278.58,403,378,7119,3167,16.61,0.009755
25565477,4982.48,124,122,7988,1483,40.84,0.003148
25565486,58253.76,1826,1808,26446,11739,32.22,0.046657
25565492,3702.2,115,107,9535,1185,34.6,0.002761
25565498,6095.01,380,323,31339,9452,18.87,0.008335
25565540,33075.2,1219,1088,44013,5893,30.4,0.028077
25565553,181224.95,6524,5755,56167,31757,31.49,0.148513
25565563,17124.48,469,432,11766,2510,39.64,0.011148
25565572,113503.84,1686,1481,32019,8728,76.64,0.038219
25565599,25591,1745,1630,37273,12462,15.7,0.042064
25565610,210407.97,2849,2411,32932,14368,87.27,0.062218
25565616,27652.41,322,309,8083,1078,89.49,0.007974
25565622,113458.6,1182,1138,34186,20643,99.7,0.029367
25565639,138705.47,1751,1741,78281,9385,79.67,0.044928
25565671,341943.35,4017,3997,85329,28197,85.55,0.103146
25565687,131584.78,1902,1741,93512,32848,75.58,0.044928
25565696,2045.62,25,23,693,177,88.94,0.000594
25565723,19305.12,271,222,9162,2015,86.96,0.005729
25565770,79919.28,1074,942,11992,3782,84.84,0.024309
25565775,37087.6,496,440,14741,3095,84.29,0.011355
25565789,19007,273,229,6044,1504,83,0.00591
25565804,97822.55,1522,1385,11500,7707,70.63,0.035741
25565826,277991.57,4815,3937,92795,29251,70.61,0.101598
25565935,74499.1,1338,1105,51127,8607,67.42,0.028516
25565982,201254.29,2799,2749,39564,14568,73.21,0.07094
25566016,59674.68,751,738,40056,6902,80.86,0.019045
25566028,305469.36,3387,2724,24537,11169,112.14,0.070295
25585429,244839.65,2641,2237,32399,14819,109.45,0.057728
25585429-1,6004.08,196,186,8291,676,32.28,0.0048
25585429-2,7895.04,298,256,11335,1497,30.84,0.006606
25585429-3,13057.47,407,353,20155,3048,36.99,0.009109
25585429-4,33901.66,1569,1291,11872,3832,26.26,0.033315
25588935,32222.07,1299,1179,15195,7058,27.33,0.030425
25588985,21201.52,891,824,39954,12224,25.73,0.021264
25588993,16268.85,367,309,15544,2528,52.65,0.007974
25589004,12515.9,309,257,10172,676,48.7,0.006632
25589040,234337.11,6045,5019,49057,25498,46.69,0.12952
25589048,1020.49,19,19,782,103,53.71,0.00049
25589059,89616.28,1832,1651,33381,6345,54.28,0.042606
25589067,163379.79,2856,2709,28136,7689,60.31,0.069908
25589100,304022,5026,4282,70917,26863,71,0.110501
25589128,47379.2,1081,880,49779,18694,53.84,0.022709
25589139,119433.78,2415,2043,34566,11348,58.46,0.052721
25589157,19260,397,321,36959,3954,60,0.008284
25589165,60251.64,2274,1948,38771,12748,30.93,0.05027
25589173,70581.22,775,683,38309,10755,103.34,0.017625
25589196,339861.6,4271,3631,78094,37254,93.6,0.093701
25589208,21155.41,479,439,16603,4426,48.19,0.011329
25589220,76260.13,2934,2593,72101,36485,29.41,0.066915
25589225,192574.08,3256,2994,44450,15366,64.32,0.077263
25589233,84057.39,806,753,47353,8360,111.63,0.019432
25589266,31902.12,469,436,4271,1415,73.17,0.011251
25589283,107280.51,2977,2577,59978,19425,41.63,0.066502
25589335,19546,342,337,5513,1598,58,0.008697
25589355,27692.1,482,435,34325,4750,63.66,0.011226
25589371,86756.64,1577,1464,54102,6352,59.26,0.03778
25589397,219350.88,1692,1389,105260,28184,157.92,0.035844
25589408,747981.52,5431,4763,55195,23486,157.04,0.122914
25589419,32350.24,1664,1339,14285,7621,24.16,0.034554
25589444,8490.65,132,119,3564,1415,71.35,0.003071
25589481,1776.18,22,21,365,108,84.58,0.000542
25589489,11944.1,167,151,26479,6342,79.1,0.003897
25589500,20834.84,216,206,28915,2906,101.14,0.005316
25589508,54556.4,514,452,9625,3059,120.7,0.011664
25589526,432080.32,4045,3752,71235,19237,115.16,0.096824
25589534,12052.04,302,301,3876,1400,40.04,0.007768
25589545,33876.2,1933,1583,54666,22506,21.4,0.040851
25589556,12349.12,346,296,15998,4410,41.72,0.007639
25589582,81611.04,2726,2247,61988,9486,36.32,0.057986
25589587,27008.55,258,235,7581,1946,114.93,0.006064
25589592,488715.15,4531,4323,34704,15038,113.05,0.111559
25589597,411207.03,4384,4339,80188,27826,94.77,0.111972
25589602,142877.03,2406,2179,32176,13494,65.57,0.056231
25589636,238060.62,3435,2999,63055,24692,79.38,0.077392
25589644,19145.28,1434,1176,24963,5998,16.28,0.030348
25589652,3480.8,1590,1520,33986,7616,2.29,0.039225
25589712,608.2,10,10,220,58,60.82,0.000258
25589753,27388,338,328,18915,3567,83.5,0.008464
25589795,235789.05,5208,4683,38904,20258,50.35,0.120849
25590848,61625.98,1227,1126,35865,14429,54.73,0.029057
25590891,142779,2180,1820,60254,14726,78.45,0.046967
25590900,17486.64,153,149,6355,2091,117.36,0.003845
25590921,252766.12,3529,3229,65551,15776,78.28,0.083327
25590960,8144.73,121,99,6237,2215,82.27,0.002555
25590981,231517.73,4709,4379,79851,32186,52.87,0.113004
25590995,67076.1,999,945,65060,17687,70.98,0.024387
25591026,237911.1,4064,3522,74257,20148,67.55,0.090888
25591072,464210.61,7390,6187,41597,26194,75.03,0.159661
25591090,35706.18,944,794,15162,4998,44.97,0.02049
25591111,51536.36,952,817,59081,9984,63.08,0.021083
25591116,2292.81,45,39,4587,1088,58.79,0.001006
25591125,614662.57,4960,4387,46840,25990,140.11,0.113211
25591139,21051.68,454,377,8806,1985,55.84,0.009729
25591144,34987.45,824,785,15038,4867,44.57,0.020258
25591149,11989.56,334,293,29227,6027,40.92,0.007561
25591195,117850.05,6357,5685,90900,48762,20.73,0.146707
25591222,247501.75,2669,2297,35476,18772,107.75,0.059276
25591227,5640.99,72,59,3469,515,95.61,0.001523
25591241,155792.78,1179,1034,48859,9062,150.67,0.026683
25591295,103173.3,976,885,23463,6810,116.58,0.022838
25591331,59167.2,1890,1780,17475,6154,33.24,0.045935
25591339,57611.09,607,541,11783,3036,106.49,0.013961
25591385,144749.6,1215,1070,33101,16358,135.28,0.027612
25591410,127132.08,1040,1016,25117,8592,125.13,0.026219
25591418,123850.71,1416,1149,42693,6715,107.79,0.029651
25591426,396019.25,2240,2167,28154,10717,182.75,0.055921
25591434,34687.2,1198,1192,24299,11321,29.1,0.030761
25591445,15396.64,907,826,60716,19271,18.64,0.021316
25591494,69778.73,3411,3241,81201,33871,21.53,0.083637
25591530,23030.02,1000,877,42319,5132,26.26,0.022632
25591535,91290.09,2491,2417,27634,11428,37.77,0.062373
25591540,2557.53,208,181,3672,1049,14.13,0.004671
25591608,14413,421,406,10956,2820,35.5,0.010477
25591617,67694.08,1013,992,36491,10017,68.24,0.025599
25591679,54221.44,765,637,22431,10413,85.12,0.016438
25591704,302468.85,4864,4041,104554,20775,74.85,0.104282
25591766,35738.5,366,350,13180,5819,102.11,0.009032
25591862,33196,389,344,42741,4409,96.5,0.008877
25591911,149495.13,2487,2097,103963,25735,71.29,0.054115
25591979,74265.18,599,561,53936,10924,132.38,0.014477
25592075,364831.88,4427,4102,36637,17935,88.94,0.105856
25592150,11588.79,141,141,2167,653,82.19,0.003639
25592200,86134.41,1192,969,16635,5577,88.89,0.025006
25592211,60950.31,734,677,71658,9979,90.03,0.017471
25592295,27405.87,336,289,15097,3141,94.83,0.007458
25592300,25850.76,294,292,13911,1670,88.53,0.007535
25592309,41039.7,450,442,11530,5874,92.85,0.011406
25592343,322553.44,2815,2798,38034,12872,115.28,0.072205
25592360,260497.6,1853,1804,67064,12926,144.4,0.046554
25592365,202574.34,1633,1503,55438,16336,134.78,0.038786
25592373,45716.31,447,387,33285,6845,118.13,0.009987
25592378,226868.16,2052,1686,89484,13142,134.56,0.043509
25592386,88735.25,938,905,80901,15506,98.05,0.023354
25592403,13130.92,127,121,1720,668,108.52,0.003123
25592408,23253.02,321,259,8620,3949,89.78,0.006684
25592434,396186.6,3797,3170,80466,11313,124.98,0.081805
25592443,215061.6,2449,2379,34283,9648,90.4,0.061392
25592452,58317.72,708,614,20002,7414,94.98,0.015845
25592479,25706.56,262,218,23550,2548,117.92,0.005626
25592509,204060.5,2912,2450,92754,23625,83.29,0.063224
25592518,62589.8,589,532,22269,4780,117.65,0.013729
25592547,48657.28,466,448,17342,2380,108.61,0.011561
25592581,6253.32,196,164,18899,3355,38.13,0.004232
25592590,16913.52,600,556,29919,6276,30.42,0.014348
25592599,89122.68,3251,2862,61675,31459,31.14,0.073857
25592604,23447.39,772,683,34334,4798,34.33,0.017625
25592613,116261,2320,2110,84951,13523,55.1,0.05445
25592648,6709.56,287,286,35173,5402,23.46,0.00738
25592653,29550.42,1244,999,30826,7028,29.58,0.02578
25592703,89974.94,2663,2651,53542,24879,33.94,0.068411
25592742,27825.36,1051,862,58226,11232,32.28,0.022245
25592770,19378.1,340,329,26729,3992,58.9,0.00849
25592802,4376.1,341,290,24614,2494,15.09,0.007484
25592827,41077.16,3900,3532,76451,19390,11.63,0.091146
25592838,882.51,71,69,987,394,12.79,0.001781
25592870,31396.2,841,710,34648,16026,44.22,0.018322
